Age,Status,Education,Years,Profession,Capitalgains,Capitalloss,Native,Zodiak
51,Private,HS-grad,9,Machine-op-inspct,215754,0,United-States,Libra
29,Private,HS-grad,9,Other-service,4386,0,United-States,Pisces
28,Private,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
68,Private,Some-college,10,Prof-specialty,0,0,United-States,Libra
35,Private,10th,6,Craft-repair,0,0,United-States,Scorpio
28,Local-gov,Some-college,10,Adm-clerical,0,0,United-States,Leo
43,Private,9th,5,Machine-op-inspct,0,0,United-States,Leo
42,State-gov,Masters,14,Prof-specialty,0,0,United-States,Pisces
35,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
24,?,9th,5,?,0,0,United-States,Cancer
34,Private,10th,6,Craft-repair,0,0,United-States,Scorpio
51,Self-emp-not-inc,Assoc-acdm,12,Transport-moving,0,0,United-States,Libra
64,Private,1st-4th,2,Priv-house-serv,0,0,United-States,Leo
30,Private,HS-grad,9,Sales,0,0,United-States,Gemini
61,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,United-States,Sagittarius
50,Federal-gov,11th,7,Sales,3674,0,United-States,Capricorn
33,Private,Bachelors,13,Sales,0,0,United-States,Cancer
60,Private,HS-grad,9,Exec-managerial,99999,0,United-States,Leo
23,Private,Some-college,10,Craft-repair,0,0,United-States,Leo
34,Local-gov,HS-grad,9,Transport-moving,0,0,United-States,Cancer
95,Never-worked,Masters,7,Farming-fishing,48891,99625,Thailand,Cancer
36,Private,Some-college,10,Craft-repair,0,0,United-States,Virgo
46,Self-emp-not-inc,Some-college,10,Exec-managerial,3137,0,United-States,Virgo
31,Private,HS-grad,9,Other-service,0,0,United-States,Aquarius
29,State-gov,HS-grad,9,Other-service,0,0,Thailand,Scorpio
43,Self-emp-inc,Some-college,10,Exec-managerial,15024,0,United-States,Taurus
62,?,7th-8th,4,?,6418,0,United-States,Libra
31,Private,Bachelors,13,Sales,0,0,United-States,Gemini
22,Private,HS-grad,9,Farming-fishing,0,0,United-States,Gemini
45,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Libra
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Pisces
33,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Virgo
36,Local-gov,Some-college,10,Tech-support,0,0,United-States,Pisces
35,Private,Bachelors,13,Sales,0,0,United-States,Libra
55,Private,Some-college,10,Prof-specialty,0,0,United-States,Aquarius
44,Private,Some-college,10,Transport-moving,0,0,United-States,Cancer
29,State-gov,Some-college,10,Protective-serv,296741,0,United-States,Pisces
59,Self-emp-not-inc,7th-8th,4,Sales,0,0,United-States,Leo
22,Private,Some-college,10,Adm-clerical,293114,0,United-States,Libra
21,Private,Assoc-voc,11,Protective-serv,0,0,United-States,Sagittarius
22,Private,HS-grad,9,Adm-clerical,0,0,United-States,Virgo
28,Private,HS-grad,9,Other-service,0,0,United-States,Taurus
62,Local-gov,HS-grad,9,Transport-moving,0,0,United-States,Scorpio
29,Private,Masters,14,Exec-managerial,0,0,United-States,Libra
31,Self-emp-not-inc,Some-college,10,Sales,0,0,United-States,Pisces
21,Private,10th,6,Sales,0,0,United-States,Pisces
31,Private,11th,7,Adm-clerical,292581,0,United-States,Scorpio
48,Private,HS-grad,9,Sales,204074,0,United-States,Scorpio
23,Private,Some-college,10,Adm-clerical,0,0,Puerto-Rico,Gemini
22,Private,Some-college,10,Sales,0,0,Germany,Aquarius
50,Private,HS-grad,9,Sales,0,0,United-States,Leo
24,Private,HS-grad,9,Other-service,0,0,United-States,Leo
60,Private,HS-grad,9,Tech-support,2597,0,United-States,Pisces
45,Self-emp-not-inc,Some-college,10,Craft-repair,0,1485,United-States,Capricorn
31,Private,Some-college,10,Craft-repair,0,0,Mexico,Taurus
31,Private,Masters,14,Prof-specialty,14084,0,United-States,Aquarius
25,Private,HS-grad,9,Other-service,0,0,United-States,Leo
28,Private,Bachelors,13,Exec-managerial,0,0,United-States,Sagittarius
42,Self-emp-not-inc,Some-college,10,Exec-managerial,0,0,United-States,Cancer
58,Self-emp-inc,Assoc-voc,11,Exec-managerial,15024,0,United-States,Pisces
35,Private,Assoc-acdm,12,Craft-repair,0,11299,United-States,Gemini
43,Private,Bachelors,13,Prof-specialty,0,0,United-States,Leo
23,Private,12th,8,Sales,0,0,United-States,Virgo
39,Private,HS-grad,9,Craft-repair,0,1564,United-States,Virgo
74,Self-emp-not-inc,Bachelors,13,Exec-managerial,0,0,United-States,Aquarius
74,Private,1st-4th,2,Transport-moving,0,0,United-States,Libra
42,Private,Bachelors,13,Exec-managerial,0,0,United-States,Capricorn
60,Private,5th-6th,3,Sales,0,0,?,Taurus
28,Private,Assoc-acdm,12,Sales,0,0,United-States,Scorpio
42,Private,Assoc-voc,11,Transport-moving,0,0,United-States,Gemini
67,?,11th,7,?,0,0,United-States,Leo
30,Private,Bachelors,13,Prof-specialty,259361,0,United-States,Gemini
73,Private,7th-8th,4,Handlers-cleaners,0,0,United-States,Taurus
37,Private,Some-college,10,Craft-repair,0,0,United-States,Virgo
39,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Libra
64,?,Preschool,1,?,0,0,United-States,Capricorn
36,Private,HS-grad,9,Prof-specialty,0,0,Ecuador,Virgo
27,Private,HS-grad,9,Craft-repair,0,0,United-States,Cancer
35,Private,Assoc-acdm,12,Other-service,0,0,United-States,Scorpio
52,Private,HS-grad,9,Exec-managerial,0,0,United-States,Cancer
57,Private,Some-college,10,Craft-repair,0,0,United-States,Leo
43,State-gov,Bachelors,13,Prof-specialty,1506,0,United-States,Taurus
23,Private,Assoc-acdm,12,Adm-clerical,0,0,United-States,Sagittarius
33,Federal-gov,Some-college,10,Exec-managerial,0,0,United-States,Cancer
41,Private,HS-grad,9,Transport-moving,7443,0,United-States,Sagittarius
39,Private,Some-college,10,Exec-managerial,250845,0,Puerto-Rico,Capricorn
59,Private,HS-grad,9,Other-service,0,0,China,Sagittarius
60,Private,HS-grad,9,Sales,0,0,United-States,Virgo
41,Local-gov,Some-college,10,Other-service,0,0,United-States,Aquarius
44,Self-emp-not-inc,Prof-school,15,Prof-specialty,0,0,United-States,Gemini
38,Private,Assoc-voc,11,Machine-op-inspct,0,0,United-States,Libra
37,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Gemini
33,Private,HS-grad,9,Transport-moving,0,0,United-States,Scorpio
60,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Libra
57,Private,HS-grad,9,Exec-managerial,0,0,United-States,Capricorn
40,Private,Some-college,10,Other-service,0,0,United-States,Scorpio
46,Private,HS-grad,9,Craft-repair,0,0,United-States,Gemini
23,Private,Assoc-acdm,12,Other-service,0,0,Puerto-Rico,Pisces
25,Private,Some-college,10,Other-service,0,0,Ecuador,Taurus
30,Federal-gov,Bachelors,13,Protective-serv,0,0,United-States,Leo
63,?,11th,7,?,0,0,United-States,Scorpio
32,Private,Assoc-acdm,12,Prof-specialty,0,0,United-States,Scorpio
34,Private,Assoc-acdm,12,Adm-clerical,0,0,United-States,Libra
27,State-gov,HS-grad,9,Protective-serv,2174,0,United-States,Taurus
38,Private,Some-college,10,Adm-clerical,0,0,United-States,Leo
33,Private,Assoc-voc,11,Other-service,0,0,United-States,Aquarius
56,Private,Assoc-voc,11,Craft-repair,0,13679,United-States,Sagittarius
64,?,Some-college,10,?,0,0,United-States,Virgo
54,Self-emp-inc,Bachelors,13,Exec-managerial,7298,0,United-States,Taurus
35,Private,Some-college,10,Sales,0,0,United-States,Scorpio
27,Private,HS-grad,9,Adm-clerical,0,0,United-States,Scorpio
49,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Scorpio
31,Self-emp-not-inc,Assoc-voc,11,Exec-managerial,3137,13459,United-States,Taurus
59,Self-emp-not-inc,HS-grad,9,Transport-moving,0,0,United-States,Libra
23,Private,Bachelors,13,Exec-managerial,0,0,United-States,Pisces
21,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Scorpio
23,Private,Bachelors,13,Exec-managerial,0,0,United-States,Leo
38,Private,9th,5,Transport-moving,0,0,United-States,Virgo
36,Private,HS-grad,9,Sales,210974,0,United-States,Capricorn
37,Self-emp-not-inc,HS-grad,9,Exec-managerial,0,0,South,Leo
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Gemini
32,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Aquarius
61,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Virgo
38,State-gov,HS-grad,9,Prof-specialty,0,0,United-States,Aquarius
37,Private,HS-grad,9,Other-service,0,0,United-States,Capricorn
58,Private,HS-grad,9,Farming-fishing,0,0,United-States,Capricorn
55,Private,Bachelors,13,Prof-specialty,0,0,United-States,Sagittarius
64,Federal-gov,Assoc-acdm,12,Prof-specialty,0,13090,United-States,Cancer
27,Local-gov,HS-grad,9,Prof-specialty,0,0,United-States,Sagittarius
48,Private,Bachelors,13,Sales,0,0,United-States,Scorpio
46,Private,Some-college,10,Sales,15024,0,United-States,Cancer
21,Private,Assoc-voc,11,Farming-fishing,0,1602,United-States,Leo
35,Self-emp-not-inc,9th,5,Craft-repair,2635,0,United-States,Taurus
30,Private,Some-college,10,Sales,0,0,United-States,Taurus
29,?,Some-college,10,?,0,0,United-States,Scorpio
27,Private,Bachelors,13,Tech-support,0,11490,United-States,Aquarius
30,Private,Masters,14,Exec-managerial,15024,0,United-States,Virgo
34,Private,HS-grad,9,Prof-specialty,0,1669,United-States,Leo
45,Private,7th-8th,4,Machine-op-inspct,0,0,United-States,Cancer
60,Private,Some-college,10,Sales,0,0,United-States,Libra
41,Private,Bachelors,13,Prof-specialty,0,12702,United-States,Libra
37,Private,Some-college,10,Transport-moving,0,0,United-States,Gemini
47,Private,Masters,14,Exec-managerial,99999,0,United-States,Capricorn
63,Private,HS-grad,9,Prof-specialty,0,0,United-States,Capricorn
23,Private,HS-grad,9,Tech-support,0,0,United-States,Leo
53,Private,10th,6,Adm-clerical,0,0,United-States,Scorpio
34,Self-emp-inc,Bachelors,13,Exec-managerial,7688,0,United-States,Virgo
36,Private,HS-grad,9,Machine-op-inspct,268912,0,United-States,Taurus
30,Private,HS-grad,9,Transport-moving,277529,1669,United-States,Sagittarius
25,Local-gov,Some-college,10,Exec-managerial,0,0,United-States,Pisces
71,?,Assoc-voc,11,?,0,0,United-States,Leo
29,Private,Some-college,10,Sales,0,0,United-States,Gemini
27,Private,HS-grad,9,Adm-clerical,0,1887,United-States,Libra
40,Private,Assoc-acdm,12,Prof-specialty,7688,0,United-States,Libra
51,Private,7th-8th,4,Machine-op-inspct,0,0,United-States,Virgo
23,Private,Bachelors,13,Handlers-cleaners,0,0,United-States,Gemini
22,Private,Some-college,10,Tech-support,0,0,United-States,Virgo
45,Private,11th,7,Transport-moving,0,2824,United-States,Pisces
24,Private,Assoc-voc,11,Tech-support,0,0,United-States,Pisces
23,Private,HS-grad,9,Adm-clerical,0,0,United-States,Sagittarius
24,Private,HS-grad,9,Protective-serv,0,0,United-States,Gemini
31,Private,Some-college,10,Prof-specialty,0,0,United-States,Taurus
41,Private,Some-college,10,Sales,0,0,United-States,Virgo
35,Federal-gov,Prof-school,15,Prof-specialty,0,0,United-States,Gemini
42,Self-emp-not-inc,Some-college,10,Exec-managerial,0,0,United-States,Taurus
25,Private,Some-college,10,Tech-support,0,0,United-States,Taurus
49,Private,7th-8th,4,Handlers-cleaners,0,0,United-States,Taurus
42,Private,HS-grad,9,Adm-clerical,0,0,United-States,Capricorn
28,Private,Bachelors,13,Tech-support,206793,1980,United-States,Gemini
28,?,Bachelors,13,?,0,0,Taiwan,Leo
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Aquarius
47,Private,11th,7,Other-service,0,0,United-States,Taurus
33,Private,Bachelors,13,Other-service,0,0,Thailand,Pisces
46,Private,Some-college,10,Sales,0,0,United-States,Libra
25,State-gov,Some-college,10,Tech-support,234288,0,United-States,Sagittarius
31,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces
43,Private,Bachelors,13,Sales,0,0,United-States,Aquarius
30,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Capricorn
58,Private,Some-college,10,Exec-managerial,7688,0,United-States,Capricorn
28,Private,HS-grad,9,Craft-repair,0,0,United-States,Gemini
41,Private,Some-college,10,Farming-fishing,0,0,United-States,Aquarius
47,Local-gov,Assoc-acdm,12,Adm-clerical,0,0,United-States,Aquarius
22,Private,11th,7,Sales,0,0,United-States,Aquarius
33,Private,HS-grad,9,Transport-moving,0,0,United-States,Cancer
47,Private,10th,6,Machine-op-inspct,0,0,United-States,Pisces
36,Self-emp-inc,HS-grad,9,Farming-fishing,0,0,United-States,Scorpio
51,Federal-gov,Some-college,10,Protective-serv,0,0,?,Cancer
36,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Taurus
31,Private,Prof-school,15,Prof-specialty,0,0,United-States,Scorpio
35,Private,HS-grad,9,Farming-fishing,0,0,United-States,Taurus
33,Private,HS-grad,9,Adm-clerical,0,0,United-States,Cancer
34,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Libra
47,Self-emp-inc,HS-grad,9,Exec-managerial,0,0,United-States,Aquarius
40,Private,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
29,Private,Bachelors,13,Sales,0,0,United-States,Taurus
64,Private,Bachelors,13,Prof-specialty,0,0,United-States,Libra
58,Self-emp-inc,Some-college,10,Exec-managerial,0,0,United-States,Capricorn
21,Private,Some-college,10,Craft-repair,0,0,United-States,Virgo
73,?,Bachelors,13,?,0,0,United-States,Scorpio
33,Self-emp-not-inc,Some-college,10,Sales,0,0,United-States,Leo
31,Private,Bachelors,13,Prof-specialty,0,0,United-States,Sagittarius
22,Private,HS-grad,9,Transport-moving,0,0,United-States,Cancer
51,Private,Masters,14,Prof-specialty,7688,0,United-States,Virgo
50,Self-emp-inc,Masters,14,Prof-specialty,211161,0,United-States,Taurus
60,Private,Bachelors,13,Prof-specialty,0,0,United-States,Pisces
28,Federal-gov,HS-grad,9,Craft-repair,0,0,United-States,Leo
60,Private,5th-6th,3,Transport-moving,0,0,United-States,Capricorn
22,Private,Some-college,10,Other-service,0,0,United-States,Cancer
42,Self-emp-not-inc,Prof-school,15,Prof-specialty,0,0,United-States,Cancer
44,Private,Assoc-acdm,12,Sales,212993,0,United-States,Aquarius
32,Self-emp-not-inc,HS-grad,9,Transport-moving,0,1887,United-States,Pisces
23,?,HS-grad,9,?,0,0,United-States,Cancer
51,Private,11th,7,Craft-repair,0,0,United-States,Gemini
54,Private,5th-6th,3,Machine-op-inspct,0,0,Mexico,Scorpio
71,?,Bachelors,13,?,0,0,United-States,Scorpio
28,Private,Some-college,10,Exec-managerial,0,0,United-States,Sagittarius
46,Local-gov,Assoc-acdm,12,Exec-managerial,0,10137,United-States,Pisces
28,Private,HS-grad,9,Exec-managerial,0,0,United-States,Sagittarius
56,Private,7th-8th,4,Farming-fishing,235884,0,United-States,Gemini
28,Private,Bachelors,13,Adm-clerical,0,1887,United-States,Libra
47,Federal-gov,Assoc-voc,11,Adm-clerical,234135,0,United-States,Taurus
37,Private,HS-grad,9,Transport-moving,298073,0,United-States,Libra
37,Private,HS-grad,9,Adm-clerical,0,0,United-States,Aquarius
42,State-gov,HS-grad,9,Protective-serv,0,0,United-States,Libra
39,Private,12th,8,Adm-clerical,0,0,United-States,Sagittarius
51,Private,HS-grad,9,Tech-support,0,0,United-States,Sagittarius
47,Private,Some-college,10,Prof-specialty,0,0,Scotland,Pisces
33,Private,HS-grad,9,Sales,0,0,United-States,Sagittarius
35,Private,Assoc-voc,11,Tech-support,0,0,United-States,Virgo
46,Self-emp-not-inc,Bachelors,13,Farming-fishing,0,0,United-States,Cancer
50,Self-emp-not-inc,HS-grad,9,Transport-moving,0,0,United-States,Pisces
46,Federal-gov,Masters,14,Prof-specialty,0,0,United-States,Pisces
29,Private,HS-grad,9,Craft-repair,0,0,United-States,Taurus
39,Private,Some-college,10,Adm-clerical,0,0,United-States,Aquarius
66,?,Masters,14,?,0,0,United-States,Scorpio
38,Private,Assoc-acdm,12,Craft-repair,273992,0,United-States,Scorpio
24,Federal-gov,Assoc-acdm,12,Exec-managerial,0,0,United-States,Leo
51,Private,Some-college,10,Exec-managerial,0,0,United-States,Pisces
49,Private,Masters,14,Prof-specialty,0,0,United-States,Sagittarius
51,Private,HS-grad,9,Prof-specialty,0,0,United-States,Pisces
25,Private,HS-grad,9,Other-service,0,0,United-States,Libra
31,Private,Some-college,10,Machine-op-inspct,0,0,Trinadad&Tobago,Aquarius
29,Private,HS-grad,9,Other-service,0,0,United-States,Virgo
42,Self-emp-not-inc,HS-grad,9,Craft-repair,0,2042,United-States,Pisces
49,Private,HS-grad,9,Protective-serv,0,0,United-States,Taurus
33,Local-gov,HS-grad,9,Tech-support,0,0,United-States,Sagittarius
43,Private,10th,6,Machine-op-inspct,0,0,United-States,Aquarius
49,Self-emp-inc,Some-college,10,Farming-fishing,0,0,United-States,Libra
44,Private,Some-college,10,Craft-repair,222859,0,United-States,Libra
35,Private,HS-grad,9,Craft-repair,0,0,United-States,Taurus
31,Private,HS-grad,9,Transport-moving,0,0,United-States,Taurus
28,Self-emp-not-inc,Masters,14,Prof-specialty,0,0,United-States,Capricorn
25,Private,Some-college,10,Sales,3418,0,United-States,Libra
47,State-gov,Doctorate,16,Prof-specialty,0,0,France,Leo
22,Private,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
37,Self-emp-inc,Bachelors,13,Craft-repair,15024,12534,United-States,Cancer
25,Private,HS-grad,9,Craft-repair,0,0,Mexico,Pisces
25,Private,Assoc-voc,11,Adm-clerical,0,0,United-States,Capricorn
56,Private,Some-college,10,Transport-moving,0,0,United-States,Cancer
41,Private,Bachelors,13,Exec-managerial,0,0,United-States,Scorpio
22,Private,HS-grad,9,Handlers-cleaners,297396,0,United-States,Cancer
56,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
34,?,Masters,14,?,4650,0,United-States,Libra
37,Private,10th,6,Craft-repair,0,0,United-States,Cancer
41,Private,Some-college,10,Tech-support,0,0,Philippines,Virgo
48,Local-gov,HS-grad,9,Tech-support,0,1848,United-States,Sagittarius
47,Private,10th,6,Machine-op-inspct,0,0,United-States,Cancer
21,Private,10th,6,Handlers-cleaners,0,0,Dominican-Republic,Libra
47,Private,HS-grad,9,Priv-house-serv,0,0,Thailand,Gemini
48,Private,HS-grad,9,Adm-clerical,0,0,United-States,Scorpio
51,Private,HS-grad,9,Exec-managerial,7298,0,United-States,Pisces
42,Self-emp-inc,Prof-school,15,Prof-specialty,0,2415,United-States,Cancer
69,Private,HS-grad,9,Transport-moving,2387,0,United-States,Taurus
21,Private,Assoc-acdm,12,Adm-clerical,0,0,United-States,Cancer
51,Self-emp-inc,Some-college,10,Exec-managerial,0,0,United-States,Capricorn
22,Private,Some-college,10,Farming-fishing,0,0,United-States,Capricorn
30,Private,9th,5,Handlers-cleaners,0,0,Mexico,Aquarius
21,Private,Some-college,10,Other-service,0,0,United-States,Cancer
56,Local-gov,12th,8,Handlers-cleaners,0,0,United-States,Sagittarius
32,Private,Assoc-acdm,12,Craft-repair,0,0,United-States,Virgo
26,Private,5th-6th,3,Craft-repair,0,1628,United-States,Aquarius
38,Self-emp-not-inc,Some-college,10,Transport-moving,225358,0,United-States,Taurus
43,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
25,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Virgo
50,Private,11th,7,Sales,0,0,United-States,Virgo
70,Private,Some-college,10,Exec-managerial,0,0,United-States,Capricorn
33,Self-emp-not-inc,Some-college,10,Farming-fishing,0,0,United-States,Cancer
27,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Pisces
30,Self-emp-not-inc,Assoc-voc,11,Craft-repair,0,0,United-States,Taurus
56,?,HS-grad,9,?,0,0,United-States,Cancer
30,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Scorpio
49,Private,HS-grad,9,Craft-repair,0,0,United-States,Aquarius
59,Private,10th,6,Transport-moving,0,0,Puerto-Rico,Scorpio
62,Private,Some-college,10,Adm-clerical,0,0,United-States,Libra
64,Private,11th,7,Craft-repair,288259,2179,United-States,Aquarius
70,Private,HS-grad,9,Craft-repair,0,0,United-States,Capricorn
36,State-gov,Some-college,10,Transport-moving,0,0,United-States,Leo
27,Private,Some-college,10,Sales,0,0,United-States,Taurus
29,Private,5th-6th,3,Machine-op-inspct,0,0,?,Virgo
76,Local-gov,Masters,2,Adm-clerical,47523,18408,Greece,Virgo
52,Federal-gov,Some-college,10,Exec-managerial,0,0,United-States,Capricorn
30,Private,Bachelors,13,Exec-managerial,0,0,United-States,Pisces
24,Private,Assoc-voc,11,Adm-clerical,206640,0,United-States,Sagittarius
44,Private,11th,7,Sales,0,0,United-States,Leo
28,Private,Assoc-acdm,12,Exec-managerial,0,0,United-States,Libra
33,Federal-gov,Masters,3,Handlers-cleaners,209058,189104,China,Libra
42,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Gemini
47,Private,Masters,14,Prof-specialty,0,0,United-States,Sagittarius
